web-scraper-order,web-scraper-start-url,Name,Duration,Date,Review,Rating,Likes,pages ,pages -href
1686669399-157,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Good,Taken for 1 to 2 years,28-Sep-21,"Lipitor (atorvastatin) for High Cholesterol 							""I am a male in my late 40's and I have artery plaque.  ",,,,
The Doctor prescribed me 40 mg Lipitor. ,,,,,,,,,
My LDL was originally 137. ,,,,,,,,,
"I avoid eating meat now, and exercise most days of the week.  ",,,,,,,,,
My LDL declined to 67.,,,,,,,,,
"I have not felt any side effects, so this medication works great for me.""""""",10-Oct,8,7,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=7,,,,,
1686669411-158,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,COOKIE,Taken for 6 months to 1 year,28-Jul-18,"For High Cholesterol 							""Prescribed 10mg daily but experienced muscle pains. I talked to my doctor and we agreed to splitting the 10mg pill in half. I take 5mg per day with no side effects. Cholesterol levels have dropped to almost near normal range.""",10-Jul,32,6,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=6
1686669411-159,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Bobbie,Taken for 5 to 10 years,2-Feb-19,"For High Cholesterol 							""I was on this medication for close to ten years I've had problems with it -cramps and muscles weakness. Went to my doctor and told him about the problems I was having and they said it couldn't be the cholesterol medicine I've been on it too long.""",,29,6,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=6
1686669411-160,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,No Ko...,2-Jan-17,,"For High Cholesterol 							""I was prescribed statins. Side effects were many of those listed here by other users so I stopped taking them. I can, with 80 percent confidence say within 5 years statins will be banned or have the famous black label warning box.""",,39,6,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=6
1686669411-161,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Zegota,Taken for 2 to 5 years,4-Apr-18,"For High Cholesterol 							""Being treated for high Cholesterol and high blood pressure, Atorvastatin is one of the drugs I have been on for over four years now. Results have been positive for me and my Doctor has lowered my prescription from forty to twenty mg per day.  I take one Atorvastatin at night, since I was told that the body produce Cholesterol at night time. So to get the full benefit of the statin I take it now, once a night with my medication for high blood pressure, Amlodipine. Which is another story, but positive, anyway I am positive about Atorvastatin and would recommend it. While at the same time, I would suggest that you watch your own reaction to any medication.  Mostly any medication that deals with your heart, be careful.       God Bless.""",10-Oct,33,6,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=6
1686669411-162,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Jotdog,3-Feb-21,,"Lipitor (atorvastatin) for Prevention of Cardiovascular Disease 							""71 years. Heart attack with 5 stents. Automatically prescribed this as part of the ""cardiac cocktail"" as they call it. Had numbers on the getting slightly high for both cholesterol and BP before HA.",,,,
"Within 3 months this drug injured my liver and my GP stopped it. Continue to be tested to see if liver will recover. Numbers are down so I have my fingers crossed. I have been unable to use the gym due muscle pain which is now subsiding and hopefully I will be able to utilize  gym again . My mood was adversely affect with me becoming easily irritated and angry inappropriately. The pain over my shoulders and between my ribs was so painful and exhausting. And then it started to affect my memory which became so disconcerting. The daily dose was 80 and if the liver heals we will look at the minimum dose of a statin and see how that works""""""",10-Feb,18,6,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=6,,,,,
1686669411-163,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Js1000,30-Oct-16,,"For High Cholesterol 							""69 year old male. New to statins. Have started on Atorvastatin and in the first 80 days, with no side effects, cholesterol has dropped from 258 to 179, LDL to 100, and LDL/HDL ratio to 2.2. So... success! Very pleased.""",10-Oct,39,6,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=6
1686669411-164,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Richie,Taken for 1 to 6 months,29-Jan-21,"For High Cholesterol 							""I will not live long enough to enjoy the benefits of low cholesterol because I will probably take drastic measure due to the grade III - IV Tinnitus I have as a result  taking Atorvastatin. 11 months in, starting with 10mg and increasing to 40mg. Some minor side effects at the beginning like tiredness and vision problems. Unfortunately during the 11th week, I have developed horrible tinnitus. It is unbearable. I stopped taking the drug two days ago. If the tinnitus does not reduce...""",10-Jan,18,6,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=6
1686669411-165,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Dusty...,11-Jun-09,,"Lipitor (atorvastatin) for High Cholesterol 							""Very healthy 50 year old white male. Developed severe rash on right inside thigh. Doctor immediately suggested to stop taking Lipitor, which I did. FUNNY, Crestor produced same rash in same place. Doctor was amazed.""",10-Jan,68,6,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=6
1686669411-166,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Ezell...,12-Jun-17,,"For High Cholesterol 							""I've been taking Atorvastatin for a couple of weeks now,,,HATE IT AND WILL STOP TODAY!!.I have a cough and stuffy nose (side effect) tight chest, tired all the time, muscle cramps, off and on diarrhea, sore throat, no need to say anymore. I've been put on several different kinds of meds for high cholesterol and they all have side effects that I can't deal with. It's sad but every Dr I've had has wanted to put me on these meds that make me sick. I'm gonna find foods that may help""",10-Jan,36,6,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=6
1686669411-167,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Jimmy...,24-Mar-17,,"For High Cholesterol 							""No doubt Lipitor at any dose does lowers your numbers. But what does that really mean, has plaque in your arteries reduced by same percentage ? I think not. Still statins might have their place but who can tolerate them, very few if you research. I just wish the doctors would push and insist on diet/exercise plans before prescribing statins. Was on Liptor only 10 mg for 18 months, numbers down but felt like crap. The usual intense body muscle aches. Off for a week now and my body is telling me already it needs a break from statin drugs. I'm totally satisfied to move forward and roll dice with diet/exercise. Doctor is in full agreement to drop statin for now. 66 year old male and still very active despite some heart failure.""",10-Jul,37,6,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=6
1686669411-168,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Grand...,12-Jan-16,,"For High Cholesterol 							""First I was on Simvastatin, then I had a Dr. change and he put me on Atorvastatin, my blood sugar levels went up for no reason, then I started having cramps, told the Dr. and he said just watch my diet. So I did, the cramps were almost every day and getting me very upset. So called the Dr. again. He finally told me to stop the meds for 14 days and then start again. The cramps went away until I started taking them again. Don't know what the Dr. will do next.""",10-May,42,6,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=6
1686669411-169,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,pookie,5-Dec-17,,"For High Cholesterol 							""I've only been on atorvastatin calcium for 8 days and I have the WORST muscle pain. I could barely sit up straight on the toilet, let alone bend my legs. I feel stinging sensations and I'm itching like crazy.""",10-Jan,33,6,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=6
1686669411-170,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Aloy,28-Feb-17,,"For High Cholesterol 							""I was put on 20mg atorvastatin for 2 months.From the first couple weeks I noticed a rise in my blood pressure every three days with severe cramping up my left arm to my head and down my left leg. Most times I get so fearful that I might be about to suffer a stroke. I noticed that my memory sometimes goes hay wire and now I am beginning to have difficulties in swallowing my own saliva during resting periods. I am also suffering from discharging of clear salty phlegm via spitting when I do not have a cold. I have to put up with constant dizzy spells,muscle pain and muscle twitching but I am still taking the drug due to the fact that I really wanna get my total cholesterol down from 329 and most importantly my bad cholesterol down from 265.""",,36,6,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=6
1686669411-171,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,hfu,16-Apr-15,,"For High Cholesterol 							""I had high cholesterol for 2 plus years. After less than 2 months on Atorvastatin, my cholesterol is normal. I have had side effects, headaches and muscles aching,  but the Atorvastatin works, and worked very quickly for me. Great medication!""",10-Oct,42,6,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=6
1686669411-172,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,KBano,Taken for 1 to 6 months,23-Oct-19,"For Hyperlipoproteinemia 							""Thought I was getting Parkinson's.  Drink plenty of water, strong, 59 and take ubiquinol.  Was losing the ability to orient in space and time fell on brick stairs, could not get on or off  escalator, tremors muscle and joint pain . Relatively severe cognitive impairment I would forget the subject of the conversation mid-sentence. Luckily forgot to take the atorvastin  medicine for 2 days. The side effects started clearing.",,,,
Read a research article-  high insulin levels causes high cholesterol and high triglycerides. Ordered the test for insulin levels high. The research  also suggests that high insulin levels are festering possibly for years before diabetes is ever diagnosed. ,,,,,,,,,
Amazingly it looks like I do not have any plaque buildup in my coronary arteries.,,,,,,,,,
" Not one doctor recommended  an increase in fiber. ... started taking 25 grams of fiber every 1000 calories and taking alpha-cyclodextrin my numbers improved greatly. Will start niacin 4 times a day with food and hopefully that will help as well.""""""",10-Feb,23,6,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=6,,,,,
1686669411-173,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Jeani...,Taken for 1 to 6 months,5-Nov-17,"For High Cholesterol 							""My Dr has me on Atorvastatin 80 mgs.  I did not see one person here with a dosage this high.  I am miserable.  My stomach rumbles all day and night.  I have uncontrollable gas all day and night.  I am afraid to have company or to go out because I cannot hold this gas.  My legs and back hurt and my memory is pitiful.  I did not know that Atorvastatin was Lipitor.  I do know that I was prescribed Lipitor 20 years ago and got very sick.  I will be asking my Dr to change this medication.  I am done.""",10-Jan,31,6,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=6
1686669411-174,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Pat,21-Apr-17,,"For Prevention of Cardiovascular Disease 							""Six days on 20mg and I could not walk from pain in my feet! The pain in my arms, legs and back are horrendous.  This drug may be good for others but it is poison for this 81 yr. old.  I question why my Dr. Prescribed it for me.  It was not for cholesterol, my numbers are good.  Have very small amount of heart disease that I am willing to live with.  I hope that the damage done in six days will be history soon.  Can you believe I went from being very active to unable to barely function in just six days, and now they say it will be 3 to 4 weeks before I will be back to normal, I pray.""",10-Jan,32,6,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=6
1686669411-175,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Exnih...,Taken for 6 months to 1 year,21-May-23,"For Prevention of Cardiovascular Disease 							""I'm a Type-2 diabetic and GP wanted me on a statin even though my cholesterol has always been normal to high end of normal. When I quit using rosuvastatin he put me on atorvastatin. Within a year I began having severe leg cramps at night. I had to come off this med as well.""",10-Jan,1,6,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=6
1686669411-176,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,fatty...,24-Nov-17,,"For High Cholesterol 							""So I've only been on this a few weeks, but it makes me feel awful. My cholesterol is very high, and I haven't been retested yet (a few more weeks)  but I want to sleep all day, I feel off (kind of dizzy and nauseated) I get majorly constipated to the point that I can't go for a few days, which is very unusual for me. When I lay down or sit up (not even fast) the ceiling spins as if I were drunk.  I took it upon myself to cut it in half and take it every other day instead. That is better, but I still feel off and worse on the mornings after I take it.   My dose was 20mg a day.  As far as diet and exercise, that's out because I can barely wake up, and have NO energy. Once I do get up and do things, I want to pass out or vomit.""",10-Mar,29,6,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=6
1686669411-177,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Jan...,5-Oct-16,,"For High Cholesterol 							""I was given 10 mg atorvasatin by my doctor who say my cholesterol  was high, took them for 2 months now, I felt sweaty on my neck and backache . Didn't know what causes all these symptoms . I'm  56 yrs old, came into this forum to check the side effect of satin, now I know after reading similar stories, I also have chills at night too. Going to see my Gp soon whether to stop taking them atorvasatin. Going to try natural  ways for my well being ,""",10-May,32,6,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=6
1686669411-178,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Sensi...,3-May-17,,"For High Cholesterol 							""Well,  got my lab results and my cholesterol is 311. Not good. Dr put me on 20mg generic lipitor daily. By the 9th day oh man I was a mess. Brain fog, stomach pain,  dizzy and kind of angry. So I decided to take the pill every other day. I read that it could be just as effective. It works wonders! No side effects taking 20mg every other day. My Dr don't know that I dropped down to every other day. She will know soon. I sent her an email just waiting for her to read it. So if daily dose is too much, try every other day or ask for the lower dose""",10-Aug,30,6,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=6
1686669411-179,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Sally,Taken for 1 to 6 months,28-Dec-20,"For High Cholesterol 							""My total cholesterol was 280. I eat right and exercise up to 2 hours per day so I wasn't overly concerned. Had many reservations about taking a statin due to reported side effects but finally relented just to get my doc off my back. After 3 months of taking a small 10 mg dosage daily my cholesterol is 170, within normal range. NO side effects whatsoever. Sorry I didn't start sooner.""",10-Oct,15,6,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=6
1686669411-180,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Eeeffcc,Taken for less than 1 month,18-Nov-22,"For High Cholesterol 							""Awful drug.  20mg dose started 3 weeks ago.  A full 4 days now of flu like symptoms and the necessity to sleep at random hours.  My muscles and joints are so painful, especially my ankles and waves of nausea pass over me constantly.  I’ve only kept taking it as the warnings say don’t stop abruptly….but I’m going to.  I’ll report back in a few days as to how I am.  These symptoms I have can’t be coincidental.""",10-Jan,5,6,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=6
1686669411-181,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Davy,Taken for less than 1 month,18-Sep-18,"For High Cholesterol 							""I am 50 years old, soon as I started to take these tablets , I have felt weak and have  not been able to ejaculate when having sex with my partner. My  cholesterol isn't that high either.  So if you are still sexually active , keep away from this!""",10-Jan,24,6,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=6
1686669439-182,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Anonymous,16-Aug-09,,"Lipitor (atorvastatin) for High Cholesterol 							""Have been taking 10 mg for about 2 years, doctor recently increased to 50 mg, my legs are cramping up and are sore from where they have cramped. I am going to doctor tomorrow to see if dose can be reduced.""",10-May,90,5,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=5
1686669439-183,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,not...,Taken for 6 months to 1 year,8-Aug-22,"Lipitor (atorvastatin) for Prevention of Cardiovascular Disease 							""My experience with this drug for primary prevention was terrible fatigue followed by the worst panic attack and anxiety ever sometimes lasting for less than a minute and sometimes longer usually worse in the morning until Doctor said do not take it anymore.""",10-Jan,11,5,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=5
1686669439-184,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Not...,Taken for 1 to 2 years,18-Jun-19,"For Prevention of Cardiovascular Disease 							""I started on 80 mg of atorvastatin  after receiving a stent  following a blocked coronary artery . "" After researching . I told GP  I wasn't happy , and  she suggested a lower dose 40 mg. After one and a half years  I ended up with diabetes 2, memory problems ,  heartburn , blurred vision , joint pain , stiffness , cramping .   My memory recovered as did digestive problems a few weeks after stopping them . I wish I hadn't taken them at all .horrible !""",10-Jan,35,5,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=5
1686669439-185,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Bamaboy,Taken for 10 years or more,23-Feb-21,"Lipitor (atorvastatin) for High Cholesterol, Familial Heterozygous 							""I have hereditary high cholesterol and have taken statins on and off since I was 15 years old. My overall cholesterol at age 15 was 370. It has ran as high as 460 when I wasn't taking a statin (usually Lipitor). ",,,,
"Problem is my bowels stay messed up. I stay constipated all the time and I suffer from anal leakage which is highly embarrassing and I feel like I'm constantly thinking I may smell bad. I keep baby wipes to try to keep myself clean without talking 3 showers a day. Do all statins cause this? I'm finding it harder and harder to accept and feel like just quitting statins all together. I know that sounds foolish but so does anal leakage.""""""",10-May,23,5,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=5,,,,,
1686669439-186,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Bpk,Taken for less than 1 month,7-Feb-13,"For High Cholesterol, Familial Homozygous 							""My doctor switched me from simvastin 80 mg to atrovastatin 20 mg because my cholesterol started to go up again from 130 to 154. This is only day four of taking this medicine and I feel like I was hit by a brick wall. I feel so tired and have to force myself to get out of bed. I also feel that's its effecting my cognitive abilities.. Calling my doctor today to switch...""",10-Jan,71,5,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=5
1686669439-187,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,saps,Taken for 6 months to 1 year,4-Apr-17,"For High Cholesterol 							""Been taking 10mg of atorvastatin for six months now. LDL was 188 now is 95 so a 50% drop. Total cholesterol from 263 to 136, again nearly 50%. Triglycerides from 154 to 40 which is like 75%. The only not stellar number was my HDL (the good cholesterol) which actually dropped from 44 to 33. Even though most peoples goes up slightly. While that is a concern overall the improvement in my numbers has my cardiologist pleased enough to continue the protocol.",,,,
"For everyone who complains of the muscle aches and pains, you need to be taking ubiquinol, not simply coQ10. I know if I go too many days without my ubiquinol I can be susceptible to the muscle issues too. 200mg of ubiquinol every day prevents this.""""""",10-Sep,48,5,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=5,,,,,
1686669439-188,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Sharky,Taken for 1 to 6 months,2-Oct-18,"For High Cholesterol 							""I had a TIA August 11th and the Dr. prescribed 40 mg of Atorvastin.  I became so tired and had blood work done and my ALT level was 488!  Thankfully my ALT is down to 192 since stopping it 15 days ago.  I would never take another medication that you need to check liver levels.  Who knows what lasting effects this could have in my future.  Very Scary.""",10-Jan,38,5,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=5
1686669439-189,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Beanee,Taken for 1 to 6 months,25-Mar-19,"For High Cholesterol 							""Have been taking lipitor for for 2 months. Went to Dr for yearly check up and blood work. My white blood count was low at 2.8 the only changes I have made since last check up is the addition of lipitor and Keto diet. The last 2 weeks I have been dizzy and have headaches and insomnia. Not sure if I should quit taking the drug or quit my diet.""",10-Mar,35,5,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=5
1686669439-190,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Creol...,24-Sep-15,,"For High Cholesterol 							""Started on 10mg daily in May. Began having headaches daily and my joints in my hands increased in pain, especially in the am. I am in my 4th month now headaches are much better. Hands still hurt but seem a little better. Now my back aches a lot and I feel tired every morning. It's like I stayed up half the night making it a chore to get up and get ready for work. I worry about all the things this drug may be doing to my kidneys, liver and muscles. However, after 3 months my cholesterol and LDL dropped significantly. I would like to maybe decrease to every other day or maybe try diet and exercise again.""",10-Aug,55,5,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=5
1686669439-191,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Happy...,7-Aug-20,,"For High Cholesterol 							""Before starting taking atorvastatin 10mg: 230 total cholesterol,  160 LDL. ",,,,
"After 9 weeks: total cholesterol 145, LDL 75. I'm 45 old male. All my life I've been vegetarian and because I ate a lot of cheese and eggs (to try to get my b-12 vitamin normal), I think thats why I had high cholesterol. I'm stopping the statin. I'll check my lipid panel in a couple of months to see if with the diet alone (no eggs and cheese) my levels stay ok""""""",10-Jun,26,5,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=5,,,,,
1686669439-192,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Anonymous,Taken for 1 to 6 months,31-Jul-15,"For High Cholesterol 							""Was on 10 mg of Atorvastatin, my cholesterol went way down.  After about 6 months, I developed severe cramping in back of legs, especially behind my knee cap.  Pain came every night and every morning.  There were times I couldn't pick my legs up to get over the curb.  Sometimes I wasn't sure I was going to make it to work.  Pain was in both legs ran down from behind my butt checks to my heel.""",10-Jan,55,5,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=5
1686669439-193,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Anonymous,Taken for 1 to 6 months,5-Oct-18,"For High Cholesterol 							""Went on atorvastatin because I had a fully blocked vertebral artery in the back of my neck and a partially blocked vertebral artery that required a stent. Within three days, I started getting a flushing of the skin of face and neck. Then the muscle soreness kicked in along with stiffness in other muscles. This gradually increased into neck muscles and finger muscles. I also developed weakness in all extremities. I was also in a fog at times and it was difficult to concentrate at work. I also had trouble focusing my vision. All of this happened over the six weeks that I was taking the drug. Have to be on something to lower cholesterol until stent is placed so doctor put me on another statin. However, I believe in quality of life over quantity of life so if the new statin continues like the old one, I will stop taking them and switch to berberine, which the scientific studies I have seen show to be just as effective at reducing cholesterol. My doctor is okay with this plan.""",10-May,37,5,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=5
1686669439-194,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,sanaa,Taken for less than 1 month,30-May-23,"For High Cholesterol 							""My doctor prescribed me this medicine, 10mg once a day, for high cholesterol and triglycerides.",,,,
,,,,,,,,,
"A week into the treatment, I started feeling awful: dizziness, unbearable knee and joint pain, extreme fatigue, and constant dizziness that made it difficult for me to function. Additionally, it has disrupted my body's thermostat, causing me to experience intense hot flashes and excessive sweating even in an air-conditioned environment.",,,,,,,,,
,,,,,,,,,
"I spoke to the doctor about these symptoms, but he dismissed my concerns, which is why I'm here looking for answers. I have decided to stop taking the medicine to evaluate myself and the risks, as the side effects are too awful to live with.""""""",10-Jan,1,5,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=5,,,,,
1686669439-195,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,DHZorro,Taken for 5 to 10 years,11-Feb-23,"Lipitor (atorvastatin) for Prevention of Cardiovascular Disease 							""I have been taking Lipitor for several years and developed severe leg and back pain.  It was hard just to walk.  I stopped taking it for one month and my leg and back pain went away.  Does anyone have an alternative to this destructive drug?  I have changed to a low-cholesterol diet, but I know I need to have a less harmful drug to keep my cholesterol down.  All comments are appreciated""",10-Mar,5,5,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=5
1686669439-196,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Mr An...,Taken for 1 to 6 months,26-Mar-17,"For High Cholesterol 							""Hi, my doctor prescribed me lipitor 10 mg.   I have been taking it for 2 months.   My cholesterol level was 210 total, now my total level is 167, LDL is lower and my HDL the same.  I'm please to say that I don't or have had any side effects.   I see many of you with side effects, I suggest exercise and drink lots of water.    No side effects here, I'm happy.""",10-Oct,45,5,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=5
1686669439-197,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Unknown,2-Aug-15,,"For High Cholesterol 							""When taking Atorvastatin I have developed many side effects. I have had headaches, dizziness, lack of energy, weakness, like I'm always tired, chills, fever, cramps, sore eyes, and mood swings. Although this medication seems to work well.""",10-May,53,5,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=5
1686669439-198,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,spd,Taken for less than 1 month,13-May-17,"For High Cholesterol 							""Felt I was having a heart attack but without the chest pain. Every muscle in my body seemed to go into rigidity and I could not move. Heavy sweating. Severe pain in muscles and joints. Difficulty breathing that turned into wheezing and gasping for breath. Panic. Dizziness.",,,,
,,,,,,,,,
"This was my THIRD dose of medication.""""""",10-Jan,44,5,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=5,,,,,
1686669439-199,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Geo,11-Oct-19,,"For High Cholesterol 							""After using over 30 days my face skin got severe itching with dry skin. Without knowing this cause I continue to take for another 10 days and by then my face skin looks like burned and damaged altogether with severe dry skin and itching.""",10-Jan,30,5,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=5
1686669439-200,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Anonymous,28-Feb-09,,"Lipitor (atorvastatin) for High Cholesterol 							""Lowers cholestorol but I have the oddest side effect - I call it itchy feet. In the bottoms only and nothing stops the itchy feeling, except Neurontin. It's an internal nerve itch, not external. I was scratching on concrete, anything to make it stop.""",10-May,78,5,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=5
1686669439-201,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Roni,Taken for 1 to 6 months,23-Dec-22,"For High Cholesterol 							""I started taking Atorvastatin 20mg daily about 2-3 months ago, and started having weird side effects.   I noticed both legs, from the knee down, started having some pain and swelling.  The swelling was the worse.  The pain would have been bearable if that had been the only problem.   Another side effect was some nausea, and the ACID REFLUX, was worse than I had ever had since my initial diagnosis 30 years ago.",,,,
"I also noticed memory loss and dizziness.  I just felt horrible. I actually thought something terrible was happening.   I work in healthcare, so my first thought was, what has changed in my routine, so I stopped the atorvastatin, for a couple of days, and I noticed improvement fairly quickly, so I had to be certain that it was the medication.  I decided to give the Atorvastatin another try, and the negative side effects started again.",,,,,,,,,
"Needless to say, I will never take this medication again.""""""",10-Jan,6,5,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=5,,,,,
1686669439-202,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,DRW,Taken for less than 1 month,25-Jun-22,"Lipitor (atorvastatin) for High Cholesterol 							""I was prescribed Lipitor by a GP, due to my high LDL cholesterol level.  I was in excellent condition, BMI under 25, surfing and bike riding daily.  Within 24 hours of my first pill, I experienced joint pains.  I have osteoarthritis so I assumed it was just a flareup.  The next day I had muscle soreness and weakness.  The third day all this was worse; realizing it had to be the Lipitor I stopped taking the pills and consulted a specialist.  I had dark urine.  It was determined that I had Rhabdomyolysis.  I ended up losing 5 lbs of muscle mass and it took weeks for me to recover from the extreme weakness and fatigue.  The specialist told me that if I had continued to take the Liptor for a few more days I probably would have died.""",10-Jan,10,5,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=5
1686669439-203,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Big...,9-Oct-17,,"For High Cholesterol 							""Dad died of heart attack three years ago.  Then two years later my brother had heart attack from blockage and almost died. My cholesterol is 512. Been taking this statin about 3 weeks. I'm miserable. Leg pain/ cramps. Pain down both arms but mainly left one. Totally weak all over. Lower leg pain both sides. Tight chest every night. Heat pounds all the time now. Barely can sleep a couple hours a night if I'm lucky. Sour stomach every night have to take antacids at bedtime. Can't function during the day. I gotta go see my Doc now that I know this med is the cause. 43 year old fairly active, average weight male.""",,37,5,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=5
